sensor_0_avg,sensor_1_avg,sensor_2_avg,Wind speed (m/s),wind_speed_4_avg,Pitch angle (°),sensor_6_avg,sensor_7_avg,sensor_8_avg,sensor_9_avg,sensor_10_avg,sensor_11_avg,sensor_12_avg,sensor_13_avg,sensor_14_avg,sensor_15_avg,sensor_16_avg,sensor_17_avg,sensor_18_avg,sensor_19_avg,sensor_20_avg,sensor_21_avg,sensor_22_avg,sensor_23_avg,sensor_24_avg,sensor_25_avg,sensor_26_avg,reactive_power_27_avg,reactive_power_28_avg,power_29_avg,power_30_avg,sensor_31_avg,sensor_32_avg,sensor_33_avg,sensor_34_avg,sensor_35_avg,sensor_36_avg,sensor_37_avg,sensor_38_avg,sensor_39_avg,sensor_40_avg,sensor_41_avg,sensor_42_avg,sensor_43_avg,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,Power (kW),sensor_51,Rotor speed (RPM),sensor_53_avg
17,224.6,-2.7,4.4,4.3,-0.6,29,43,99,42,39,49,47,46,47.0,65,65,66,1252.5,28,41,39,0.7,91.9,128.3,97.5,50.0,0.207317073,-0.207317073,0.042292683,0.042243902,-0.040487805,399.3,396.5,395.4,39,41,40,59,66,58,48,227.3,31,0,14417,0,0,-13804,0,14417,-13804,11.1,19
17,231.3,4.0,4.8,4.6,-0.9,28,42,99,42,38,49,47,45,46.0,64,64,65,1261.0,27,40,39,0.8,117.4,156.6,129.4,49.9,0.306536585,-0.306536585,0.064097561,0.063853659,-0.04204878,399.9,397.3,396.2,39,41,40,58,65,59,48,227.3,31,0,21721,0,0,-14365,0,21721,-14365,11.1,19
17,151.2,-7.7,4.7,4.7,-0.9,26,38,78,37,39,46,43,34,37.0,50,49,50,1255.5,24,35,39,0.7,176.2,201.3,192.1,50.0,0.314780488,-0.314780488,0.064243902,0.064146341,-0.043317073,396.2,393.9,393.0,40,41,41,61,69,65,45,159.0,29,0,21909,0,0,-14999,0,21909,-14999,11.1,19
16,147.5,-2.4,8.0,7.3,-2.3,26,38,87,39,38,56,48,43,43.0,61,60,61,1616.5,26,37,39,1.0,529.8,565.2,547.9,49.9,0.487804878,-0.487804878,0.313707317,0.313560976,-0.062439024,398.9,396.8,397.2,40,42,41,63,71,66,46,149.8,28,0,106989,0,0,-21320,0,106989,-21320,14.3,19
16,144.1,1.5,5.9,5.6,-1.6,26,37,94,38,38,52,47,36,40.0,60,58,60,1364.2,24,36,39,0.9,260.0,285.7,255.1,50.1,0.443707317,-0.443707317,0.144487805,0.14502439,-0.054585366,400.3,397.5,398.4,39,41,40,66,72,66,43,142.5,27,0,49694,0,0,-18658,0,49694,-18658,12.0,18
16,95.1,-50.9,5.0,5.0,-1.1,26,37,94,38,38,50,46,36,40.0,59,58,59,1281.6,24,36,39,0.8,172.3,193.8,162.5,50.0,0.389121951,-0.389121951,0.088878049,0.088878049,-0.050146341,400.6,398.1,398.8,39,41,40,66,72,65,43,146.0,28,0,30334,0,0,-17129,0,30334,-17129,11.3,18
18,171.6,-3.1,4.3,4.2,-0.2,27,39,95,40,37,51,48,43,42.0,61,60,61,1275.6,26,38,38,0.8,131.7,143.4,129.7,50.0,0.202097561,-0.202097561,0.059560976,0.052926829,-0.038780488,401.3,399.2,399.0,38,39,39,70,75,69,43,174.7,29,-971,19184,0,-823,-12360,0,18213,-13183,11.3,19
15,238.8,-17.6,4.5,4.5,-0.7,26,39,98,41,39,53,52,47,45.0,68,67,68,1266.6,25,40,39,0.7,117.2,154.0,129.5,50.0,0.271365854,-0.271365854,0.05795122,0.058243902,-0.045414634,400.6,398.4,397.0,40,41,41,76,81,74,43,256.4,28,0,19944,0,0,-15556,0,19944,-15556,11.2,17
15,164.2,1.4,4.2,4.0,-0.3,25,39,91,39,39,46,48,41,43.0,58,58,59,1253.7,24,37,39,0.7,109.3,128.2,118.9,50.0,0.175707317,-0.175707317,0.038585366,0.03302439,-0.02804878,396.7,394.6,393.2,39,41,41,75,79,72,43,162.9,28,-495,11768,0,-187,-9424,0,11273,-9610,11.1,17
16,185.0,16.8,4.7,4.6,-0.6,26,38,91,39,38,49,47,40,40.0,58,57,58,1281.9,24,36,39,0.8,130.6,158.2,141.7,50.0,0.28702439,-0.28702439,0.070536585,0.068585366,-0.036292683,401.5,399.4,398.4,39,41,40,73,78,71,43,168.1,28,-399,23834,0,-350,-12055,0,23435,-12406,11.3,19
17,197.1,-33.3,9.6,9.2,-1.4,31,43,105,44,39,61,56,59,68.0,89,86,87,1649.1,30,45,41,1.0,1081.8,1113.5,1094.6,50.0,0.438926829,-0.477560976,0.632195122,0.632292683,-0.08795122,398.4,396.0,397.2,43,44,43,88,93,87,46,230.4,32,0,215708,0,0,-30048,0,215708,-30048,14.6,23
17,233.8,20.4,8.3,8.1,-2.1,30,43,103,41,39,60,52,59,67.0,87,84,85,1605.9,31,41,40,1.0,761.8,793.8,775.9,50.0,0.485121951,-0.487804878,0.444243902,0.444,-0.081073171,397.4,395.2,396.0,42,43,42,89,93,87,46,213.3,31,0,151872,0,0,-27745,0,151872,-27745,14.2,22
17,220.3,-7.4,6.9,6.8,-1.9,30,42,102,42,38,57,51,57,63.0,81,79,80,1464.3,29,42,39,0.9,487.9,519.9,499.9,50.0,0.486829268,-0.486829268,0.278878049,0.279219512,-0.078585366,397.3,395.2,395.5,40,41,41,88,92,85,46,227.6,31,0,95479,0,0,-26838,0,95479,-26838,12.9,21
14,166.1,0.1,7.2,7.0,-1.9,26,40,97,40,38,56,53,46,44.0,66,65,66,1507.2,25,39,39,1.0,501.7,539.5,527.7,49.9,0.487707317,-0.487707317,0.295804878,0.296536585,-0.062536585,397.4,395.2,394.9,40,41,41,79,83,76,44,166.0,28,0,102044,0,0,-21460,0,102044,-21460,13.3,17
14,147.4,-18.6,4.6,5.0,-0.7,26,40,96,40,38,53,51,45,43.0,64,63,64,1287.0,25,38,39,0.8,183.7,214.9,193.8,50.0,0.346780488,-0.346780488,0.096780488,0.09702439,-0.052439024,397.8,395.6,394.8,39,41,40,79,83,75,44,166.0,28,0,33211,0,0,-17917,0,33211,-17917,11.4,17
13,173.4,26.0,4.6,4.4,-0.8,24,37,94,38,33,49,47,39,40.0,59,58,59,1255.4,22,35,34,0.7,98.2,127.7,100.9,50.0,0.233073171,-0.233073171,0.047560976,0.047512195,-0.039317073,398.9,396.5,395.8,35,36,36,76,79,71,42,147.4,26,0,16264,0,0,-13432,0,16264,-13432,11.1,15
13,132.0,-17.5,4.9,4.9,-1.0,23,36,92,37,33,47,45,37,39.0,56,56,57,1263.6,22,34,35,0.9,140.3,174.6,152.3,50.0,0.375512195,-0.375512195,0.080926829,0.080731707,-0.039902439,403.2,400.9,400.2,35,36,36,74,78,70,42,149.5,25,0,27494,0,0,-13624,0,27494,-13624,11.2,15
14,156.8,-10.9,4.4,4.4,-0.5,23,36,92,36,34,47,45,37,38.0,56,55,56,1264.4,22,34,35,0.7,116.5,142.4,116.0,50.0,0.242390244,-0.242390244,0.050731707,0.050195122,-0.048585366,398.8,396.7,396.1,35,36,36,73,77,69,42,167.7,25,0,17075,0,0,-16630,0,17075,-16630,11.2,15
13,164.9,-1.5,4.7,4.3,-0.5,24,36,90,37,32,50,46,39,39.0,57,56,57,1302.3,23,35,34,0.8,116.5,135.9,120.2,50.0,0.235853659,-0.235853659,0.058292683,0.052292683,-0.034487805,400.8,398.9,398.2,34,35,35,72,76,68,41,166.4,26,-775,18904,0,-722,-11079,0,18129,-11800,11.5,16
14,137.1,-31.0,4.8,4.5,-0.6,24,35,90,36,34,48,45,38,38.0,55,55,56,1288.6,22,34,35,0.8,132.7,151.0,135.2,50.0,0.258292683,-0.258292683,0.068536585,0.063463415,-0.03697561,400.7,398.7,398.3,35,36,36,72,75,68,41,168.1,24,-517,22125,0,-435,-12200,0,21608,-12635,11.4,16
15,159.8,-18.4,4.6,4.9,-0.6,24,35,92,37,33,48,44,33,38.0,57,56,57,1285.6,23,35,35,0.9,169.8,194.7,173.6,50.0,0.329073171,-0.329073171,0.091658537,0.090487805,-0.040487805,398.1,395.5,395.6,35,36,36,69,73,65,42,178.2,25,-103,30928,0,-119,-13707,0,30825,-13826,11.3,16
15,225.7,52.3,5.1,5.3,-1.0,25,35,92,37,33,50,46,34,38.0,58,57,58,1301.9,23,35,35,0.8,218.2,242.2,215.0,50.0,0.389902439,-0.389902439,0.114487805,0.114536585,-0.055463415,399.2,396.7,397.2,35,36,36,69,73,65,43,173.3,26,0,39196,0,0,-18940,0,39196,-18940,11.5,18
15,230.2,56.5,5.8,5.9,-1.3,25,36,92,37,33,52,46,34,38.0,59,58,59,1366.2,24,35,35,0.9,310.9,337.9,313.7,50.0,0.458439024,-0.458439024,0.17302439,0.172243902,-0.068,400.2,397.9,398.2,35,37,36,69,73,65,43,173.7,26,0,58880,0,0,-23240,0,58880,-23240,12.1,18
15,149.8,-20.3,4.6,4.7,-0.6,26,36,93,38,33,52,47,35,40.0,60,59,60,1300.6,24,36,34,0.7,168.7,184.5,162.8,50.0,0.266292683,-0.266292683,0.079756098,0.080097561,-0.047609756,401.2,399.0,399.2,35,36,36,69,73,65,43,170.2,26,0,27728,0,0,-16325,0,27728,-16325,11.5,18
15,219.8,39.4,5.0,5.3,-0.9,26,36,93,38,33,50,47,35,40.0,60,58,60,1306.0,24,36,35,0.8,218.2,237.5,213.4,50.0,0.394878049,-0.394878049,0.113121951,0.113219512,-0.058243902,400.0,397.9,398.4,35,36,36,69,73,65,43,180.4,26,0,38603,0,0,-19820,0,38603,-19820,11.5,18
15,153.6,-13.7,4.6,4.3,-0.6,26,37,94,38,33,52,48,36,41.0,62,61,62,1284.1,24,37,34,0.7,133.6,145.2,126.1,50.0,0.223170732,-0.223170732,0.056731707,0.054682927,-0.04395122,400.6,398.6,398.7,34,36,36,70,74,66,44,167.4,26,-109,18991,0,-106,-14955,0,18882,-15062,11.3,18
14,209.1,6.4,9.8,9.9,1.0,26,37,97,38,35,59,52,37,41.0,78,72,74,1585.4,26,39,39,1.0,1201.6,1229.3,1207.3,50.0,0.338292683,-0.39502439,0.69502439,0.70004878,-0.080682927,398.7,396.2,397.7,41,42,41,71,75,68,43,202.8,26,0,239433,0,0,-27523,0,239433,-27523,14.0,18
14,182.5,-9.4,12.3,11.8,6.3,27,40,98,41,39,58,54,45,44.0,73,70,73,1569.1,26,40,42,1.0,1216.6,1247.1,1226.1,50.0,0.301804878,-0.359414634,0.708878049,0.708,-0.090634146,398.8,396.2,397.4,44,45,45,75,79,71,45,191.9,29,0,240876,0,0,-30929,0,240876,-30929,13.8,18
14,151.4,-43.0,5.0,5.4,-1.0,26,38,99,37,33,57,55,49,49.0,77,76,77,1308.0,26,37,35,0.8,234.6,253.4,229.7,50.0,0.417073171,-0.417073171,0.120146341,0.119902439,-0.063219512,396.6,394.5,395.0,35,36,36,80,84,77,46,194.4,27,0,40901,0,0,-21629,0,40901,-21629,11.5,17
15,176.1,-9.5,4.8,5.1,-0.8,26,37,98,38,33,56,54,48,48.0,74,73,74,1293.4,26,37,35,0.8,203.3,220.9,198.1,50.0,0.37804878,-0.37804878,0.101170732,0.10097561,-0.058243902,397.3,395.4,395.7,35,36,36,79,83,76,46,185.6,27,0,34457,0,0,-19917,0,34457,-19917,11.4,17
15,224.9,33.4,4.5,4.7,-0.6,26,37,98,38,33,54,53,47,47.0,71,70,71,1265.3,26,37,35,0.7,159.5,173.9,150.1,50.0,0.31697561,-0.31697561,0.071268293,0.07,-0.055414634,397.9,395.7,396.2,35,36,36,79,82,75,46,191.6,27,0,23910,0,0,-18930,0,23910,-18930,11.2,17
15,261.2,68.9,5.9,5.8,-1.5,26,38,97,39,34,55,52,45,45.0,68,67,68,1358.1,26,37,35,0.9,296.9,319.3,297.2,50.0,0.461804878,-0.461804878,0.164390244,0.163756098,-0.064487805,399.7,397.7,398.1,35,37,36,77,81,74,46,192.3,27,0,55742,0,0,-21981,0,55742,-21981,12.0,18
15,212.7,16.6,12.8,12.5,5.0,26,38,101,40,40,63,57,49,66.0,86,80,82,1679.1,28,41,45,1.0,1627.6,1656.0,1633.5,50.0,0.225658537,-0.319219512,0.947804878,0.949121951,-0.102390244,398.5,395.7,397.7,47,48,47,79,82,76,45,196.1,29,0,324239,0,0,-34965,0,324239,-34965,14.8,19
15,253.4,39.0,11.1,11.1,1.0,26,39,106,41,38,65,58,50,71.0,95,87,89,1670.8,29,44,43,1.0,1554.8,1580.5,1557.3,50.0,0.268,-0.371707317,0.905658537,0.911414634,-0.103756098,400.9,398.4,400.4,45,46,45,81,85,79,46,214.4,29,0,311278,0,0,-35453,0,311278,-35453,14.7,19
16,193.7,-50.0,10.5,10.5,-0.3,26,41,110,41,38,63,54,61,82.0,113,105,107,1651.9,35,44,42,1.0,1435.5,1463.3,1439.9,50.0,0.329170732,-0.412731707,0.832146341,0.836682927,-0.09595122,398.2,395.7,397.7,44,46,45,89,94,86,48,243.8,31,0,285968,0,0,-32794,0,285968,-32794,14.6,19
16,276.4,18.6,5.9,6.0,-1.6,27,42,106,42,38,57,51,61,80.0,92,90,92,1360.3,31,44,39,0.9,327.7,346.9,320.3,50.0,0.471707317,-0.471707317,0.176243902,0.176146341,-0.076487805,399.7,397.5,398.4,40,41,41,77,83,76,48,257.8,31,0,60269,0,0,-26124,0,60269,-26124,12.0,20
17,283.1,32.3,7.2,7.1,-2.0,27,42,99,43,38,57,53,46,67.0,70,68,70,1489.5,30,42,39,1.0,518.7,552.7,535.7,50.0,0.487512195,-0.487756098,0.306682927,0.305170732,-0.063414634,398.5,396.3,396.4,40,41,41,61,67,60,46,250.8,31,0,103794,0,0,-21658,0,103794,-21658,13.1,19
16,209.5,-49.3,7.7,7.5,-2.2,27,42,100,43,38,59,55,47,68.0,73,71,72,1568.9,30,43,39,1.0,603.8,639.9,620.7,50.0,0.487804878,-0.487804878,0.356878049,0.35697561,-0.062878049,399.2,397.0,397.4,40,42,42,60,67,59,46,258.9,30,0,122056,0,0,-21493,0,122056,-21493,13.9,19
16,239.8,-18.4,4.4,4.4,-0.6,26,42,99,42,39,52,51,45,57.0,69,68,70,1254.5,26,41,39,0.7,119.5,134.8,107.7,50.0,0.245560976,-0.245560976,0.050195122,0.04995122,-0.046195122,400.1,397.6,397.9,39,41,40,70,78,73,44,258.2,29,0,17067,0,0,-15798,0,17067,-15798,11.1,17
17,287.3,25.7,4.3,4.3,-0.3,26,41,99,42,38,52,51,43,50.0,68,67,68,1263.2,26,40,39,0.8,110.3,134.2,112.7,50.0,0.239658537,-0.239658537,0.051902439,0.049512195,-0.038097561,402.3,399.6,399.1,39,40,40,78,83,77,44,261.7,29,-423,17398,0,-391,-12582,0,16976,-12972,11.2,18
18,287.1,28.6,7.9,7.7,-0.1,27,40,96,41,38,58,53,43,52.0,70,68,68,1515.9,28,40,39,1.0,682.2,716.0,696.0,50.0,0.461658537,-0.463804878,0.403121951,0.396292683,-0.084341463,399.8,397.5,398.1,40,42,41,77,82,75,44,258.5,30,-198,135970,0,-156,-28693,0,135772,-28849,13.4,20
16,274.8,32.0,11.1,10.9,0.8,28,41,106,42,38,62,53,50,65.0,102,95,97,1664.3,31,44,42,1.0,1505.9,1538.8,1515.8,50.0,0.293073171,-0.382146341,0.875853659,0.879317073,-0.102439024,398.7,395.7,397.6,44,45,45,88,93,88,45,242.8,31,0,300342,0,0,-34994,0,300342,-34994,14.7,20
17,253.0,-13.1,6.0,6.2,-1.7,27,41,98,41,38,54,51,43,63.0,65,64,65,1365.5,26,40,39,0.9,340.6,375.4,353.7,50.1,0.486878049,-0.486878049,0.197317073,0.197219512,-0.06697561,401.1,398.3,398.6,40,41,41,58,67,64,46,266.2,29,0,67371,0,0,-22874,0,67371,-22874,12.1,19
17,251.8,-13.4,4.5,4.6,-0.3,27,41,98,41,38,52,50,42,60.0,64,63,64,1277.7,26,39,39,0.8,161.5,182.6,162.0,50.0,0.299365854,-0.299365854,0.077365854,0.074390244,-0.052731707,401.5,399.0,398.7,39,40,40,59,68,65,46,265.2,30,-581,26202,0,-525,-17588,0,25621,-18113,11.3,19
16,282.1,6.1,5.9,5.6,-1.4,27,41,96,41,38,51,49,42,55.0,62,61,62,1366.8,26,39,39,0.9,266.5,295.9,272.2,50.0,0.437658537,-0.437658537,0.145560976,0.144585366,-0.067560976,401.5,399.0,399.2,39,41,40,60,69,65,46,276.0,29,-184,49416,0,-183,-22808,0,49232,-22991,12.1,19
15,330.4,-5.9,4.4,4.3,-0.5,25,36,63,36,37,45,43,33,42.0,49,49,49,1258.4,25,34,38,0.7,115.8,142.2,128.3,50.0,0.216243902,-0.216243902,0.044439024,0.044439024,-0.026243902,397.1,394.6,393.3,38,40,39,67,70,64,45,336.3,29,0,15217,0,0,-9061,0,15217,-9061,11.1,19
18,317.9,38.7,8.7,8.4,-1.9,33,43,101,42,38,59,51,49,67.0,83,79,81,1612.9,31,41,40,1.0,852.6,880.0,852.7,50.0,0.483560976,-0.487804878,0.493853659,0.492682927,-0.092341463,397.9,395.5,397.1,42,43,43,81,85,79,45,279.2,32,0,168185,0,0,-31539,0,168185,-31539,14.2,26
17,263.9,1.5,4.0,4.0,-0.1,26,39,96,40,39,48,47,39,41.0,59,59,59,1254.3,25,38,39,0.6,81.3,105.0,79.7,50.0,0.160829268,-0.160829268,0.03297561,0.032097561,-0.034146341,400.3,397.7,397.1,40,41,41,75,79,72,44,262.4,29,0,10998,0,0,-11641,0,10998,-11641,11.1,18
14,3.9,30.3,4.1,4.0,0.1,25,34,59,35,37,45,41,29,31.0,42,42,42,1256.4,22,29,38,0.6,131.2,143.1,139.1,50.0,0.153853659,-0.153853659,0.034195122,0.030292683,-0.024292683,400.9,398.7,397.7,39,40,40,67,69,62,44,333.5,27,-151,10506,0,-185,-8217,0,10355,-8402,11.1,17
15,308.6,-29.1,4.0,4.2,-0.1,25,35,76,35,39,45,42,32,35.0,49,48,49,1253.0,22,31,39,0.5,184.5,198.0,197.8,50.0,0.201853659,-0.201853659,0.041219512,0.040926829,-0.021317073,397.6,395.5,394.1,40,41,41,66,69,61,43,337.7,27,0,13900,0,0,-7938,0,13900,-7938,11.1,18
19,304.0,0.6,4.3,4.2,-0.4,27,34,58,35,38,46,41,31,32.0,42,42,42,1257.3,24,29,39,0.7,103.4,124.7,103.7,50.0,0.200682927,-0.200682927,0.045121951,0.043804878,-0.037121951,399.9,397.6,396.8,39,40,40,66,68,61,44,303.4,28,-95,14990,0,-88,-12595,0,14895,-12684,11.1,21
19,307.3,-15.7,4.2,4.2,-0.1,28,35,62,35,38,47,42,32,34.0,46,45,46,1254.9,25,30,38,0.7,89.0,105.6,90.1,50.0,0.181560976,-0.181560976,0.043756098,0.037365854,-0.029560976,399.4,397.2,396.6,39,40,40,66,68,61,45,323.0,28,-104,12950,0,-188,-9876,0,12846,-10063,11.1,21
19,332.6,36.2,4.2,4.2,-0.3,28,35,66,35,38,47,42,34,35.0,49,49,49,1253.3,25,31,39,0.7,97.2,116.5,95.6,50.0,0.20702439,-0.20702439,0.042682927,0.042487805,-0.035756098,399.1,396.8,396.4,39,41,40,66,68,61,45,296.4,28,0,14587,0,0,-12220,0,14587,-12220,11.1,22
19,215.6,-50.7,7.1,6.9,-2.0,32,39,92,40,38,54,48,38,45.0,65,63,65,1486.9,27,38,39,1.0,459.7,495.7,474.1,50.0,0.487804878,-0.487804878,0.271073171,0.270536585,-0.069268293,401.2,398.7,399.0,40,41,41,68,72,64,46,266.3,30,0,92177,0,0,-23656,0,92177,-23656,13.1,25
22,334.6,4.6,4.4,4.5,-0.6,34,35,40,36,38,45,37,30,43.0,36,35,35,1253.2,28,30,39,0.7,144.4,172.8,148.9,50.0,0.279219512,-0.279219512,0.05995122,0.06,-0.045853659,398.0,395.1,394.4,39,41,40,64,67,60,49,330.0,31,0,20556,0,0,-15801,0,20556,-15801,11.1,27
23,339.4,-0.4,4.0,3.8,-0.1,34,35,46,35,39,46,38,31,49.0,40,40,40,1254.9,28,31,39,0.6,118.8,129.3,123.0,50.0,0.114878049,-0.114878049,0.024829268,0.022195122,-0.016634146,399.6,396.7,396.1,40,42,41,65,67,60,49,339.8,30,-113,7728,0,-162,-5959,0,7615,-6121,11.1,27
27,168.8,10.5,4.7,4.5,-0.6,39,41,62,41,38,51,44,52,59.0,54,53,54,1274.4,33,39,39,0.7,164.1,178.0,166.3,50.0,0.242390244,-0.242390244,0.070341463,0.06204878,-0.03604878,400.1,397.8,397.7,39,41,40,71,74,68,48,158.2,35,-360,21685,0,-565,-11603,0,21325,-12169,11.3,32
20,90.5,-9.9,4.8,4.4,-0.9,30,38,55,37,38,46,42,35,43.0,42,42,42,1253.8,27,34,39,0.4,240.8,255.9,250.9,50.0,0.261365854,-0.261365854,0.053317073,0.053219512,-0.035463415,402.2,399.8,399.2,40,41,41,72,74,67,50,100.4,30,0,18135,0,0,-12107,0,18135,-12107,11.1,23
21,94.0,-6.4,5.0,4.6,-1.1,30,37,59,37,38,48,43,40,50.0,47,46,46,1254.6,27,35,39,0.5,267.7,284.4,277.4,50.0,0.305560976,-0.305560976,0.062390244,0.062390244,-0.047073171,402.7,400.3,399.8,39,41,40,72,74,68,50,100.4,30,0,21295,0,0,-16360,0,21295,-16360,11.1,23
20,96.2,-4.3,4.9,4.4,-1.1,30,38,64,38,38,48,43,44,53.0,49,48,49,1254.4,28,35,39,0.5,187.4,206.2,195.6,50.0,0.254146341,-0.254146341,0.051902439,0.051853659,-0.04097561,401.7,399.3,398.8,39,41,40,72,75,68,50,100.4,30,0,17726,0,0,-14303,0,17726,-14303,11.1,23
20,118.6,1.3,4.9,4.7,-1.1,30,38,75,39,38,49,44,49,59.0,55,55,56,1260.0,28,36,39,0.8,119.1,150.1,125.9,50.0,0.316731707,-0.316731707,0.066243902,0.066341463,-0.038634146,403.9,401.5,400.8,39,41,40,72,75,68,49,117.2,31,0,22671,0,0,-13183,0,22671,-13183,11.1,23
21,146.7,41.0,8.4,7.9,-2.2,30,40,90,41,38,56,48,54,68.0,67,65,66,1619.9,29,39,40,1.0,697.4,727.6,708.9,50.0,0.487804878,-0.487804878,0.41204878,0.411609756,-0.056097561,399.6,397.6,398.5,41,42,42,72,75,68,49,105.7,31,0,140578,0,0,-19159,0,140578,-19159,14.3,22
25,5.7,-95.8,11.8,11.1,1.4,35,47,114,46,45,65,53,70,88.0,118,110,112,1670.2,44,49,48,1.0,1520.5,1538.5,1512.8,50.0,0.271365854,-0.358292683,0.889658537,0.891853659,-0.103073171,402.6,400.3,402.5,50,52,51,76,84,78,51,101.5,39,0,304358,0,0,-35216,0,304358,-35216,14.7,29
21,90.9,-4.3,10.4,9.6,-1.1,31,44,110,43,39,63,55,66,85.0,108,103,105,1672.4,40,44,42,1.0,1197.3,1224.4,1203.7,49.9,0.448585366,-0.485268293,0.705756098,0.704829268,-0.081121951,401.4,399.0,400.3,43,45,44,74,82,78,51,95.2,35,0,241061,0,0,-27723,0,241061,-27723,14.8,23
21,88.2,-7.0,11.4,10.6,0.0,31,44,115,44,42,64,52,67,86.0,120,113,115,1676.3,41,47,46,1.0,1493.5,1519.1,1499.6,49.9,0.299512195,-0.423560976,0.874146341,0.876878049,-0.099512195,401.2,398.9,400.3,48,50,49,77,86,82,50,95.2,35,0,300155,0,0,-34041,0,300155,-34041,14.8,23
20,115.1,20.2,4.7,4.2,-0.8,29,42,97,42,38,51,50,48,61.0,63,62,63,1252.3,29,40,39,0.6,98.5,117.7,91.9,50.0,0.196146341,-0.196146341,0.04004878,0.039902439,-0.040780488,401.6,399.3,399.1,39,40,40,60,68,66,47,94.8,32,0,13615,0,0,-13933,0,13615,-13933,11.1,22
21,83.3,-22.4,4.9,4.8,-1.0,32,40,81,39,38,48,46,38,50.0,53,53,54,1265.3,28,37,39,0.8,150.3,173.8,154.2,50.0,0.354195122,-0.354195122,0.079707317,0.079804878,-0.043121951,396.9,394.9,394.7,39,41,40,62,70,67,46,105.7,31,0,27219,0,0,-14733,0,27219,-14733,11.2,26
22,100.3,-15.2,4.6,4.8,-0.5,34,40,88,40,39,50,47,44,55.0,59,58,59,1273.5,29,38,39,0.8,156.8,170.6,153.9,50.0,0.315317073,-0.315317073,0.082780488,0.08,-0.037170732,399.7,397.9,398.2,40,41,41,63,71,67,46,115.5,31,-210,27376,0,-273,-12408,0,27165,-12681,11.2,27
23,99.9,12.4,4.7,4.7,-0.8,35,40,90,41,38,52,48,45,59.0,60,59,60,1272.1,30,38,39,0.8,168.3,178.3,162.7,50.0,0.317170732,-0.317170732,0.082243902,0.080926829,-0.044731707,398.2,396.4,396.7,39,41,40,64,71,68,46,87.5,32,-180,28099,0,-184,-15154,0,27920,-15338,11.2,28
25,119.3,5.9,4.9,4.8,-0.6,36,41,94,42,38,52,49,46,49.0,64,63,64,1298.9,31,40,39,0.8,155.4,173.6,155.2,50.0,0.310926829,-0.310926829,0.082682927,0.077414634,-0.04097561,400.8,398.7,398.7,39,41,40,66,73,69,47,113.4,34,-262,26769,0,-392,-13666,0,26506,-14059,11.5,30
25,106.3,-8.3,4.5,4.3,-0.3,36,42,93,42,38,51,48,46,48.0,62,61,63,1275.3,31,40,39,0.7,118.4,129.7,114.9,50.0,0.189804878,-0.189804878,0.057707317,0.049756098,-0.033170732,399.1,396.9,396.8,39,40,40,67,73,69,47,114.5,34,-292,17583,0,-362,-11037,0,17291,-11399,11.3,30
25,176.8,15.4,4.6,4.3,-0.3,36,42,93,42,38,50,48,46,47.0,62,61,62,1283.6,31,40,38,0.7,123.7,137.4,120.9,50.0,0.233707317,-0.233707317,0.058536585,0.05395122,-0.036,398.5,396.3,396.3,39,40,40,67,73,69,47,161.4,34,-516,18947,0,-560,-11695,0,18430,-12255,11.3,30
26,162.9,-26.8,4.2,3.9,-0.1,37,42,78,41,38,48,45,42,42.0,53,52,53,1252.2,31,39,38,0.7,89.3,98.3,88.3,50.0,0.134195122,-0.134195122,0.032390244,0.024341463,-0.023658537,402.7,400.5,400.4,39,40,40,68,74,69,49,189.8,34,-252,8516,0,-306,-7688,0,8264,-7994,11.1,32
26,135.2,-29.4,4.7,4.6,-0.7,37,42,80,42,39,49,45,43,43.0,56,55,56,1269.9,32,40,39,0.8,157.3,172.9,155.8,50.0,0.299073171,-0.299073171,0.069170732,0.066878049,-0.044585366,398.9,396.7,396.9,39,41,40,68,74,69,50,164.6,35,-71,22904,0,-81,-14870,0,22832,-14951,11.2,32
23,254.4,-14.7,7.8,7.5,-2.0,38,42,64,41,38,54,47,44,49.0,52,51,51,1546.2,32,39,39,1.0,615.1,639.9,618.9,50.0,0.486926829,-0.48702439,0.356926829,0.356780488,-0.07902439,400.7,398.7,399.8,40,42,41,70,75,70,52,269.0,34,0,121790,0,0,-26990,0,121790,-26990,13.6,32
25,274.0,1.1,4.2,4.1,-0.4,35,36,42,37,39,45,37,36,49.0,34,34,34,1253.1,32,34,39,0.7,91.2,106.0,83.7,50.0,0.184341463,-0.184341463,0.037658537,0.037268293,-0.033609756,398.9,396.6,396.6,40,41,41,67,69,63,46,272.9,34,0,12767,0,0,-11489,0,12767,-11489,11.1,30
25,282.6,25.8,4.7,4.9,-0.8,36,37,49,38,39,48,39,39,53.0,39,39,39,1262.2,32,35,39,0.9,147.4,169.6,147.6,50.0,0.378682927,-0.378682927,0.079463415,0.079268293,-0.042585366,399.0,396.8,396.9,40,41,41,67,70,63,47,256.8,33,0,27052,0,0,-14540,0,27052,-14540,11.1,31
24,118.5,-171.6,5.0,4.9,-1.1,38,43,99,44,38,51,47,49,67.0,66,65,67,1263.6,32,42,39,0.9,149.4,169.8,150.1,50.0,0.383414634,-0.383414634,0.081268293,0.081219512,-0.041658537,400.0,397.9,398.1,39,41,40,72,75,68,50,290.1,34,0,27710,0,0,-14226,0,27710,-14226,11.2,32
